7:0.031726 33:0.035035 150:0.121412 252:0.030590 253:0.052527 349:0.037639 369:0.034723 384:0.030425 465:0.046867 531:0.044525 683:0.264872 722:0.030311 753:0.180876 754:0.226631 806:0.044032 816:0.067400 859:0.039161 910:0.161535 994:0.028973 1011:0.218999 1026:0.026589 1055:0.032226 1058:0.029537 1071:0.035271 1074:0.026721 1090:0.037789 1149:0.027759 1194:0.038825 1241:0.028409 1324:0.036494 1325:0.030098 1326:0.037920 1327:0.027029 1360:0.047174 1417:0.047219 1422:0.037994 1435:0.043126 1562:0.161698 1577:0.029688 1604:0.028096 1654:0.044232 1692:0.026317 1788:0.033899 1817:0.026250 1827:0.028305 1854:0.029527 1871:0.026233 1963:0.027756 1964:0.123273 1967:0.031898 1979:0.027090 2008:0.084401 2014:0.034530 2015:0.161191 2016:0.234170 2033:0.029531 2069:0.055220 2133:0.089703 2170:0.035830 2240:0.030193 2260:0.152843 2261:0.076729 2337:0.524148 2361:0.032796 2364:0.492177 2370:0.036209 2549:0.027696 2573:0.688558 2595:0.027441 2612:0.040823 2625:0.052457 2685:0.506019 2701:0.049313 2799:0.226449 2804:0.031844 2806:0.026430 2807:0.027203 2858:0.032170 2911:0.954116 2956:0.031485 3003:0.174303 3034:0.030799 3052:0.037049 3099:0.027798 3134:0.029362 3136:0.362527 3185:0.027804 3196:0.033127 3216:0.031925 3234:0.027125 3248:0.035323 3249:0.161698 3269:0.028651 3297:0.035597 3321:0.208167 3327:0.925250 3340:0.031357 3342:0.026829 3350:0.063874 3363:0.028176
23:0.029697 30:0.032841 65:0.037848 102:0.030550 113:0.032113 228:0.032020 269:0.034694 284:0.311663 299:0.035373 346:0.028776 369:0.032380 456:0.032883 483:0.030083 491:0.548206 493:0.033899 514:0.027847 516:0.040191 561:0.036127 678:0.032382 680:0.029650 818:0.028546 859:0.034942 873:0.034174 896:0.074061 904:0.029339 905:0.034228 1077:0.039815 1130:0.033524 1204:0.033948 1205:0.266176 1218:0.033577 1297:0.049932 1301:0.051477 1318:0.034134 1350:0.032397 1370:0.031531 1445:0.029378 1530:0.034564 1531:0.027910 1554:0.030870 1624:0.208808 1627:0.052455 1673:0.029770 1727:0.028876 1781:0.067154 1813:0.028257 1881:0.030615 1912:0.035335 1929:0.030546 1945:0.027882 1971:0.038637 1975:0.030767 1976:0.910430 1994:0.028280 2003:0.034492 2099:0.267603 2165:0.034193 2222:0.029070 2223:0.027880 2227:0.061113 2267:0.030347 2287:0.040061 2294:0.028241 2295:0.028371 2296:0.031707 2315:0.040768 2320:0.027940 2351:0.029742 2493:0.105111 2494:0.079884 2495:0.028047 2496:0.197231 2497:0.048859 2577:0.043711 2625:0.034425 2649:0.027885 2654:0.063613 2656:0.028620 2657:0.028810 2661:0.031407 2685:0.036657 2696:0.033959 2710:0.251898 2744:0.137456 2785:0.033622 2972:0.028944 3028:0.034654 3048:0.037347 3073:0.030492 3075:0.037961 3212:0.034668 3230:0.030019 3252:0.031979 3321:0.334132 3327:0.425936 3333:0.029476 3358:0.037513 3373:0.028253 3374:0.028535 3376:0.029738
0:0.027379 4:0.024900 94:0.025436 98:0.025562 162:0.026567 269:0.024891 284:0.679091 290:0.038206 300:0.038878 301:0.240623 302:0.044358 341:0.438267 344:0.434657 362:0.028597 373:0.027520 423:0.028597 456:0.026477 483:0.266321 491:0.514516 516:0.026651 539:0.024166 621:0.024785 680:0.026664 826:0.025673 856:0.024860 873:0.034241 896:0.032506 899:0.024670 902:0.025972 955:0.025836 1130:0.026548 1152:0.321828 1194:0.029262 1269:0.027646 1297:0.029728 1304:0.024217 1313:0.024688 1318:0.027416 1379:0.024440 1413:0.072084 1423:0.070923 1437:0.027009 1627:0.859003 1674:0.056237 1693:0.029914 1694:0.028453 1755:0.025633 1758:0.034615 1781:0.454002 1841:0.024496 1861:0.191851 1952:0.024897 1967:0.025528 1974:0.039224 1976:0.802216 1978:0.351754 1994:0.047784 2151:0.025450 2165:0.045599 2184:0.027237 2203:0.030550 2282:0.028092 2294:0.024555 2296:0.024573 2417:0.064497 2447:0.818326 2494:0.025623 2495:0.269152 2496:0.306206 2497:0.026598 2551:0.030971 2625:0.025544 2637:0.312669 2645:0.026443 2649:0.029939 2654:0.047276 2656:0.024287 2661:0.024090 2684:0.025213 2710:0.321007 2716:0.027262 2849:0.028388 2972:0.024349 2979:0.024635 2987:0.024104 3015:0.026007 3017:0.194200 3092:0.025576 3093:0.027785 3116:0.026457 3120:0.025204 3125:0.025157 3143:0.024852 3159:0.024770 3321:0.818671 3327:0.993678 3371:0.058535 3372:0.042699 3373:0.370569 3374:0.064508
23:0.030927 39:0.035949 42:0.031423 43:0.033301 65:0.190230 98:0.044094 135:0.038579 228:0.034315 235:0.031928 284:0.148639 290:0.407328 291:0.032925 300:0.131889 301:0.091734 302:0.039632 341:0.048247 344:0.382389 354:0.037655 396:0.431062 398:0.079739 433:0.034203 438:0.105950 445:0.040149 456:0.031899 489:0.034423 491:0.259389 516:0.036065 539:0.035326 597:0.031424 666:0.033355 668:0.031900 680:0.031956 870:0.030764 873:0.060734 893:0.031992 896:0.079005 1096:0.035027 1097:0.033623 1152:0.039224 1194:0.210715 1269:0.035752 1273:0.030991 1313:0.031052 1318:0.033941 1350:0.031267 1379:0.032139 1423:0.041993 1437:0.033816 1491:0.123639 1513:0.032614 1707:0.036200 1714:0.031018 1741:0.150293 1742:0.031161 1746:0.032830 1758:0.037637 1811:0.133835 1877:0.036014 1881:0.033122 1975:0.241387 1976:0.976667 2000:0.037297 2003:0.042124 2085:0.039714 2165:0.042149 2184:0.035201 2203:0.053094 2294:0.215176 2296:0.031495 2315:0.033985 2417:0.883767 2421:0.050058 2447:0.062885 2493:0.125009 2494:0.049885 2495:0.108163 2496:0.959800 2497:0.067850 2627:0.032298 2628:0.035456 2637:0.034410 2649:0.043622 2654:0.035681 2661:0.040401 2685:0.078826 2710:0.032650 2760:0.031117 2994:0.033450 3001:0.031802 3048:0.031368 3073:0.033224 3118:0.034879 3123:0.088125 3125:0.038202 3321:0.950532 3327:0.995319 3346:0.032372 3371:0.054655 3372:0.336198 3373:0.061516
58:0.089004 155:0.036225 262:0.031851 370:0.029196 463:0.037916 474:0.035819 475:0.045091 476:0.045709 683:0.029327 769:0.040279 777:0.145847 802:0.047738 899:0.038223 1058:0.044047 1090:0.037455 1186:0.050362 1187:0.086844 1188:0.029410 1194:0.036210 1200:0.050801 1205:0.084526 1209:0.117552 1360:0.032955 1397:0.084122 1408:0.045396 1417:0.724620 1422:0.093352 1434:0.028056 1437:0.036033 1460:0.031057 1461:1.000000 1464:0.046931 1465:0.040683 1466:0.034360 1467:1.000000 1469:0.960712 1477:0.030011 1509:0.031466 1563:0.028195 1575:0.028624 1577:0.046994 1578:0.031501 1580:0.028395 1685:0.031855 1694:0.029186 1750:0.077650 1778:0.031545 1822:0.036569 1849:0.028586 1863:0.077501 1963:0.028688 1964:1.000000 1967:0.219542 1979:0.052225 1980:0.034473 2157:0.054194 2159:0.028830 2278:0.035956 2327:0.137262 2332:0.042550 2333:0.046085 2337:0.263058 2361:0.050848 2363:0.029929 2409:0.032545 2410:0.030014 2485:0.030511 2486:0.031226 2499:0.033760 2573:0.031877 2596:0.028615 2685:0.379586 2701:0.032920 2714:0.041872 2719:0.054064 2750:0.072874 2816:0.031858 2868:0.031332 2911:0.217228 2927:0.066215 2977:0.028445 3114:0.030298 3118:0.029946 3128:0.088683 3134:0.028726 3136:0.029612 3172:0.029608 3196:0.279579 3253:0.037986 3255:0.051129 3256:0.471959 3262:0.047482 3264:0.043220 3297:0.033098 3319:0.037890 3321:0.240278 3324:0.039388 3327:0.934928 3350:0.043537 3394:0.029785
19:0.021982 58:0.025784 107:0.168943 111:0.042474 112:0.027395 162:0.024664 164:0.022684 235:0.024528 263:0.023957 282:0.025810 284:1.000000 285:0.024246 286:0.038843 287:0.213839 288:0.481415 289:0.029198 290:0.035678 300:0.883908 301:0.787157 302:0.022353 308:0.026188 354:0.024180 400:0.022980 412:0.028627 433:0.171155 438:0.047723 539:0.024490 621:0.025274 678:0.029911 720:0.024849 786:0.025212 813:0.048704 826:0.023420 841:0.027764 852:0.027939 853:0.180725 856:0.026053 859:0.023849 896:0.041150 904:0.024108 994:0.251512 1027:0.024154 1096:0.303374 1188:0.024361 1205:0.026935 1305:0.022271 1446:0.023759 1491:0.022341 1541:0.035680 1627:0.560037 1705:0.033344 1707:0.431338 1708:0.031703 1714:0.084053 1735:0.027321 1758:0.525153 1763:0.028656 1834:0.030054 1841:0.806348 1842:0.467475 1843:0.025629 1892:0.030655 1902:0.026712 1928:0.022398 2152:0.024334 2164:0.036446 2184:0.034212 2185:0.028169 2202:0.023385 2273:0.027832 2317:0.021879 2377:0.395154 2378:0.058624 2379:1.000000 2380:0.054887 2520:0.021901 2524:0.024954 2529:0.022021 2547:0.073867 2625:0.028344 2666:0.031889 2685:0.057816 2710:0.040702 2716:0.022571 2809:0.031191 2987:0.022097 2994:0.037199 2996:0.026054 3000:0.025090 3018:0.030759 3048:0.026099 3062:0.022896 3093:0.023700 3168:0.023610 3259:0.024979 3269:0.030351 3321:0.528449 3327:0.945123 3333:0.029305 3367:0.037265
21:0.023305 30:0.026879 39:0.023715 159:0.028293 204:0.024450 228:0.026998 242:0.026517 290:0.073132 335:0.024365 345:0.025938 361:0.024579 404:0.026188 411:0.026585 418:0.022486 424:0.022492 427:0.024870 463:0.023248 477:0.048128 478:0.049238 489:0.025871 499:0.033961 637:0.026853 687:0.022803 702:0.022351 725:0.022290 797:0.033390 806:0.023119 921:0.023106 969:0.022777 1060:0.027017 1077:0.028846 1152:0.023831 1155:0.025049 1181:0.024889 1194:0.050748 1268:0.999624 1272:0.024502 1306:0.024137 1356:0.917988 1383:0.028212 1437:0.033987 1572:0.332322 1581:0.030639 1594:0.916409 1666:0.036359 1693:0.030233 1742:0.029428 1746:0.175611 1773:0.031687 1781:0.059570 1783:0.023694 1884:0.031019 1949:0.050569 1950:0.030736 1951:0.043002 1998:0.200846 2054:0.042443 2069:0.023155 2100:0.024440 2113:0.026568 2203:0.026587 2264:0.024599 2279:0.023799 2367:0.026136 2412:0.181371 2428:0.022958 2600:0.023964 2606:0.023921 2625:0.025672 2685:0.081702 2716:0.031542 2757:0.084013 2762:0.022811 2788:0.052918 2825:0.023632 2882:0.023679 2943:0.023611 2950:0.030627 2951:0.363532 2996:0.029542 2998:0.022697 3026:0.022304 3073:0.022286 3074:0.025722 3075:0.041746 3079:0.024312 3159:0.023178 3160:0.476639 3215:0.023557 3217:0.022435 3230:0.027846 3251:0.025217 3266:0.032407 3311:0.325507 3321:0.391528 3327:0.763618 3340:0.024692 3365:0.620087 3369:0.023811 3389:0.022524
23:0.027805 30:0.034021 58:0.029501 211:0.031058 212:0.026702 241:0.042581 247:0.026815 369:0.033051 539:0.026112 597:0.258023 749:0.027368 896:0.588424 899:0.025574 981:0.025644 1152:0.025871 1188:0.028966 1194:0.038099 1244:0.027759 1245:0.210787 1252:0.079651 1253:0.026687 1301:0.025522 1377:0.026448 1383:0.028629 1413:0.026487 1419:0.026894 1423:0.026281 1480:0.027371 1488:0.035404 1496:0.034524 1503:0.028431 1504:0.029629 1513:0.032875 1516:0.025856 1608:0.029365 1627:0.639743 1634:0.027695 1642:0.034657 1672:0.025764 1697:0.043214 1731:0.316647 1732:0.029186 1742:0.025572 1746:0.034161 1758:0.036189 1786:0.033787 1825:0.027309 1830:0.030581 1852:0.027874 1920:0.029139 1958:0.034326 1967:0.042568 1986:0.026569 2099:0.027872 2126:0.032793 2151:0.026687 2201:0.026648 2203:0.414509 2250:0.044070 2251:0.028570 2305:0.025855 2417:0.307591 2424:0.164577 2476:0.025913 2505:0.027285 2507:0.031649 2518:0.034793 2630:0.028728 2631:0.032449 2661:0.033009 2684:0.026094 2685:0.530895 2696:0.034433 2710:0.037465 2714:0.027949 2716:0.317025 2724:0.027061 2733:0.031359 2743:0.240613 2759:0.029497 2785:0.027356 2909:0.319112 2937:0.026894 3118:0.025812 3168:0.042411 3182:0.033040 3201:0.026174 3225:0.034376 3230:0.025463 3312:0.025400 3321:0.160586 3327:0.914389 3333:0.035124 3340:0.026231 3358:0.030653 3367:0.028584 3374:0.030424 3375:0.028541 3376:0.026653 3377:0.029883
12:0.012291 62:0.013186 93:0.013690 97:0.014071 176:0.016493 216:0.012518 235:0.015074 284:0.014072 290:0.021590 358:0.015085 362:0.015188 402:0.012539 418:0.012522 424:0.020920 425:0.025076 427:0.038317 428:0.027975 429:0.012898 456:0.012519 477:0.015528 499:0.017276 505:0.014864 537:0.061332 562:0.013247 571:0.015602 580:0.015706 616:0.038035 711:0.015429 712:0.013001 723:0.012698 759:0.012560 785:0.015306 797:0.019900 826:0.024417 896:0.056095 916:0.031283 918:0.013435 1064:0.014693 1152:0.013000 1155:0.014782 1188:0.012365 1197:0.194822 1215:0.014631 1272:0.015501 1365:0.012951 1383:0.013527 1437:0.032190 1445:0.017837 1449:0.013199 1543:0.012591 1554:0.012920 1581:0.031216 1594:0.310210 1627:0.090357 1694:0.042463 1721:0.013440 1773:0.015121 1781:0.086054 1786:0.012425 1949:0.030036 1951:0.031689 1987:0.015990 2071:0.014446 2104:0.014620 2145:0.017159 2180:0.152748 2184:0.016475 2193:0.012783 2265:0.012642 2367:0.012989 2418:0.013564 2424:0.012840 2532:0.013382 2609:0.015532 2684:0.013260 2685:0.020845 2705:0.013981 2710:0.016629 2716:0.014838 2788:0.057928 2821:0.012311 2909:0.034313 2910:0.026222 2970:0.012976 3022:0.015087 3065:0.014081 3075:0.015007 3159:0.013598 3160:0.014821 3166:0.015613 3167:0.016605 3168:0.039528 3174:0.014307 3217:0.012189 3266:0.015223 3271:0.012938 3321:0.084885 3327:0.186541 3340:0.015421 3374:0.012926
23:0.023928 65:0.023185 211:0.025032 228:0.027285 242:0.026454 281:0.033737 290:0.024001 291:0.024372 389:0.023687 537:0.039132 642:0.025379 749:0.022777 804:0.026060 856:0.024311 904:0.022750 921:0.029091 969:0.030745 1060:0.022003 1077:0.022228 1126:0.024626 1152:0.023669 1214:0.025286 1237:0.028618 1244:0.024407 1516:0.022779 1535:0.025542 1616:0.022497 1627:0.062218 1629:0.024303 1633:0.023565 1634:0.024619 1693:0.023518 1780:0.044619 1781:0.033060 1808:0.024408 1825:0.023947 1888:0.025007 1913:0.022262 1918:0.031174 1929:0.023195 1967:0.026412 2032:0.023213 2038:0.025122 2039:0.021964 2048:0.022126 2051:0.022233 2053:0.116172 2054:0.060670 2099:0.021988 2142:0.710797 2143:0.035156 2245:0.023292 2267:0.022805 2305:0.025031 2315:0.040359 2344:0.024227 2351:0.024132 2354:0.022647 2438:0.116764 2447:0.034759 2481:0.036696 2503:0.023049 2507:0.059840 2587:0.023085 2684:0.202474 2685:0.041973 2712:0.023087 2716:0.023236 2735:0.025370 2746:0.023235 2859:0.022169 2898:0.031377 2909:0.026997 2954:0.029592 2984:0.594695 3040:0.288490 3073:0.023049 3075:0.027491 3081:0.034290 3099:0.025539 3115:0.028613 3137:0.022437 3145:0.022921 3205:0.022846 3221:0.024786 3224:0.024143 3230:0.032327 3286:0.719991 3287:0.128455 3288:0.030095 3321:0.079736 3327:0.343064 3333:0.024900 3363:0.025194 3367:0.024322 3369:0.030489 3373:0.171437 3375:0.024560 3376:0.025257 3377:0.033827
30:0.037088 88:0.031437 99:0.042759 189:0.171157 190:0.671401 191:0.802312 192:0.030323 230:0.036117 238:0.036010 268:0.222108 377:0.198335 432:0.036162 472:0.044634 499:0.032590 543:0.048194 545:0.036753 550:0.031944 663:0.034421 696:0.049871 697:0.043493 704:0.033097 708:0.031445 749:0.032066 766:0.038365 771:0.035084 772:0.031009 773:0.051583 777:0.038253 778:0.045686 780:0.043464 879:0.241198 883:0.041875 929:0.074331 931:0.040561 932:0.061268 933:0.047878 934:0.056484 939:0.137160 940:0.100820 1011:0.031676 1055:0.372523 1074:0.039031 1193:0.038010 1328:0.091427 1360:0.033603 1411:0.168186 1473:0.035252 1477:0.031732 1555:0.035541 1574:0.040110 1577:0.028502 1584:0.038638 1586:0.347980 1587:0.032354 1604:0.033903 1616:0.027933 1693:0.028666 1730:0.035506 1752:0.032230 1781:0.228259 1787:0.036698 1802:0.041998 1817:0.029165 1845:0.033669 1959:0.034249 2083:0.029021 2170:0.030349 2260:0.713251 2261:0.206636 2262:0.037345 2332:0.036229 2372:0.515654 2419:0.030809 2485:0.028366 2526:0.034466 2573:0.536083 2592:0.082767 2593:0.031769 2683:0.038767 2685:0.364646 2749:0.391179 2788:0.028082 2818:0.032143 2843:0.036562 2911:0.041258 2977:0.028936 2990:0.049273 3035:0.040021 3065:0.047626 3142:0.029155 3144:0.169900 3158:0.192470 3168:0.036177 3170:0.105244 3184:0.035888 3318:0.041619 3321:0.152144 3327:0.873930 3331:0.028097 3352:0.039461
30:0.033079 58:0.030382 93:0.029768 98:0.033723 136:0.175808 164:0.033369 165:0.031777 200:0.183546 212:0.051486 228:0.030514 264:0.052029 284:0.031977 302:0.032623 308:0.039274 341:0.054463 344:0.040495 364:0.036011 369:0.037419 433:0.280200 438:0.079068 449:0.030133 458:0.039837 483:0.032115 491:0.074278 539:0.029604 600:0.029568 609:0.029571 640:0.030761 873:0.033903 893:0.030988 896:0.045478 902:0.029242 1163:0.029548 1194:0.051052 1236:0.045721 1258:0.034147 1287:0.030281 1297:0.034996 1301:0.031070 1313:0.057154 1318:0.030499 1437:0.066025 1479:0.032128 1556:0.029320 1609:0.030238 1611:0.184549 1627:0.501856 1632:0.044717 1654:0.034566 1758:0.377080 1760:0.164731 1859:0.029751 1877:0.032557 1884:0.031260 1904:0.033528 1920:0.029730 1976:0.123538 1986:0.034319 2000:0.031866 2081:0.286376 2099:0.031480 2126:0.043666 2151:0.045637 2155:0.038440 2203:0.042658 2227:0.031391 2295:0.220553 2413:0.029806 2417:0.863182 2421:0.029158 2476:0.029535 2493:0.037335 2495:0.035203 2496:0.469305 2507:0.044564 2515:0.029841 2539:0.029367 2628:0.029217 2630:0.034334 2631:0.036910 2649:0.037210 2685:0.081654 2696:0.032774 2705:0.231433 2710:0.042377 2733:0.030330 2978:0.040748 2979:0.029918 3076:0.032715 3116:0.030149 3123:0.031873 3205:0.040052 3225:0.037575 3321:0.084840 3327:0.382552 3358:0.383552 3367:0.035801 3371:0.280551 3372:0.302644 3373:0.041931
19:0.051828 30:0.322571 50:0.029745 65:0.028225 118:0.031281 162:0.027136 176:0.034063 218:0.030499 219:0.036268 254:0.028160 268:0.034675 290:0.044519 291:0.043789 490:0.030335 499:0.027122 576:0.034823 616:0.030094 676:0.035850 711:0.045210 718:0.027373 745:0.064697 759:0.030775 789:0.044642 861:0.027011 917:0.166623 929:0.535248 934:0.046508 968:0.030756 969:0.066344 991:0.029691 994:0.286580 1011:0.051718 1037:0.027632 1152:0.372252 1153:0.027696 1194:0.030129 1258:0.032431 1417:0.028219 1481:0.028259 1518:0.033384 1531:0.054665 1532:0.033774 1627:0.033330 1632:0.156225 1666:0.035596 1746:0.453025 1787:0.028161 1827:0.056935 1854:0.027994 1884:0.463314 1885:0.034138 1894:0.041149 1922:0.030089 2000:0.026907 2033:0.400898 2090:0.031073 2145:0.030939 2160:0.031858 2161:0.032333 2260:0.027062 2261:0.030548 2315:0.039075 2328:0.028090 2332:0.037103 2370:0.037779 2384:0.030032 2418:0.028971 2447:0.673096 2537:0.032094 2573:0.069629 2609:0.149646 2649:0.036313 2685:0.279561 2710:0.073937 2711:0.029040 2788:0.091761 2828:0.036313 2832:0.028236 2855:0.028646 2909:0.028159 2910:0.094065 2911:0.032035 2927:0.029688 2970:0.038540 3035:0.039161 3043:0.027338 3065:0.051042 3069:0.027070 3071:0.031028 3096:0.067655 3099:0.032495 3116:0.040276 3123:0.030704 3163:0.028808 3298:0.027328 3314:0.029779 3321:0.042054 3327:0.999931 3340:0.035254 3353:0.207202
10:0.035957 49:0.032810 58:0.033609 70:0.041465 111:0.030957 135:0.032242 207:0.043002 211:0.032439 212:0.038805 228:0.033127 239:0.030159 253:0.043312 268:0.084516 284:0.039300 346:0.034446 456:0.032495 458:0.031595 535:0.033489 536:0.030813 556:0.034499 562:0.041053 565:0.030970 576:0.032789 577:0.032460 608:0.030823 616:0.036924 666:0.068871 668:0.061096 678:0.041565 784:0.033290 804:0.034809 826:0.048058 846:0.030255 865:0.031172 994:0.030846 1039:0.029905 1040:0.031089 1188:0.031209 1204:0.046188 1252:0.036605 1277:0.030193 1449:0.044337 1481:0.030007 1511:0.151358 1516:0.041618 1531:0.030807 1535:0.035315 1625:0.031675 1627:0.371866 1655:0.035292 1694:0.034522 1722:0.044615 1725:0.029816 1726:0.044564 1786:0.034607 1787:0.030674 1809:0.029703 1895:0.036813 1986:0.030841 1994:0.058611 2040:0.043279 2041:0.033464 2042:0.070038 2152:0.039626 2165:0.030695 2223:0.035470 2261:0.038800 2267:0.061127 2271:0.038322 2273:0.405539 2305:0.558566 2313:0.029843 2317:0.034084 2365:0.038413 2385:0.030536 2611:0.050011 2631:0.033342 2676:0.030606 2685:0.344111 2710:0.039167 2759:0.038001 2898:0.034830 2955:0.030042 2987:0.077817 2996:0.033757 3065:0.048859 3079:0.031155 3081:0.029817 3159:0.064451 3166:0.070994 3167:0.360123 3168:0.704206 3178:0.031406 3201:0.051542 3221:0.055937 3222:0.038378 3225:0.040903 3327:0.977145 3337:0.031501 3375:0.031047
10:0.022518 86:0.239787 107:0.260248 158:0.155742 219:0.022689 237:0.028384 238:0.026762 249:0.023227 254:0.027078 255:0.023170 271:0.023093 290:0.027103 377:0.023775 383:0.258555 386:0.025220 520:0.345168 521:0.035352 610:0.022649 643:0.023400 683:0.293763 769:0.027441 777:0.036524 780:0.246311 885:0.024763 991:0.022606 994:0.027439 1011:0.059331 1026:0.023011 1034:0.022871 1090:0.029838 1149:0.025497 1188:0.022870 1381:0.111492 1417:0.029717 1422:0.028777 1532:0.330299 1563:0.030076 1574:0.024505 1604:0.027373 1627:0.034886 1658:0.031500 1662:0.026083 1680:0.023419 1693:0.023719 1724:0.023127 1781:0.027777 1787:0.454772 1858:0.023766 1895:0.022830 1905:0.023760 1959:0.027704 1964:0.517607 1979:0.024825 2008:0.031342 2015:0.029139 2016:0.025245 2047:0.024228 2158:0.026127 2256:0.251680 2260:0.035900 2261:0.028780 2291:0.024376 2292:0.025712 2327:0.024960 2332:0.028458 2337:0.429350 2372:0.024286 2375:0.024445 2549:0.034132 2573:0.041181 2663:0.024357 2664:0.023445 2685:0.047290 2814:0.300538 2818:0.029587 2838:0.300129 2911:0.564261 2927:0.025564 2957:0.023271 3034:0.022580 3043:0.027701 3060:0.366491 3061:0.023362 3065:0.030459 3090:0.206067 3136:0.507813 3142:0.027609 3153:0.023334 3185:0.029981 3216:0.259595 3230:0.022953 3253:0.036023 3297:0.610281 3300:0.024138 3301:0.024199 3321:0.115925 3326:0.023427 3327:0.948274 3350:0.024905 3367:0.024873
11:0.034101 67:0.192241 111:0.025659 122:0.023760 235:0.452485 284:0.040213 366:0.024023 444:0.114319 490:0.030358 576:0.028801 629:0.023403 656:0.026554 657:0.043797 658:0.049379 718:0.025444 754:0.023743 765:0.050083 769:0.024779 777:0.029824 861:0.029182 961:0.144564 968:0.044135 994:0.032979 1026:0.033713 1035:0.023557 1051:0.045360 1068:0.032901 1073:0.034980 1093:0.032244 1193:0.025624 1264:0.023517 1283:0.107560 1284:0.097645 1330:0.835570 1331:0.024123 1333:0.024430 1334:0.544216 1335:0.031485 1360:0.236354 1408:0.096955 1453:0.028665 1473:0.023703 1518:0.025552 1578:0.028521 1584:0.052444 1705:0.041269 1714:0.029590 1744:0.040486 1793:0.032048 1815:0.023391 1824:0.024540 1843:0.025821 1854:0.024887 1874:0.024587 1963:0.033908 1979:0.023729 2064:0.024096 2069:0.024082 2169:0.028096 2180:0.026132 2186:0.032766 2187:0.065809 2257:0.029384 2309:0.025227 2332:0.023277 2334:0.026271 2337:0.025603 2363:0.024161 2370:0.024469 2375:0.028562 2418:0.186758 2419:0.031875 2537:0.024483 2662:0.023859 2685:0.164721 2760:0.025163 2788:0.067692 2801:0.025146 2911:0.029421 3035:0.036433 3062:0.029766 3065:0.056899 3066:0.038358 3083:0.024161 3096:0.227484 3134:0.023657 3136:0.025019 3147:0.024334 3149:0.029445 3153:0.025305 3184:0.026848 3253:0.713448 3257:0.031252 3266:0.321105 3269:0.038635 3307:0.025717 3321:0.095849 3325:0.033527 3327:0.934323 3363:0.041013
50:0.018431 126:0.019495 162:0.016851 171:0.022227 223:0.018245 233:0.027844 234:0.058290 235:0.017707 240:0.018462 284:0.020285 299:0.018578 378:0.102567 379:0.103850 443:0.029409 444:0.215143 446:0.016774 465:0.022983 482:0.017471 564:0.020256 601:0.022251 631:0.019067 632:0.019957 635:0.024448 707:0.018297 769:0.016863 801:0.018563 816:0.024710 847:0.020447 853:0.017318 859:0.019372 912:0.019451 929:0.123483 968:0.020416 994:0.022542 1011:0.022414 1061:0.018071 1065:0.016973 1262:0.054424 1283:0.023224 1284:0.021326 1301:0.021485 1311:0.018582 1344:0.164527 1423:0.017724 1477:0.020366 1485:0.021694 1486:0.018493 1574:0.017142 1584:0.020715 1595:0.017980 1596:0.017013 1627:0.045700 1658:0.025287 1676:0.018899 1685:0.017261 1714:0.019207 1758:0.031660 1787:0.017426 1791:0.110957 1841:0.018545 1880:0.030685 1964:0.023816 1996:0.018990 2044:0.020528 2069:0.018432 2110:0.095901 2114:0.018638 2166:0.018437 2203:0.019532 2247:0.020927 2248:0.498652 2260:0.023171 2261:0.019076 2419:0.017986 2463:0.017973 2484:0.019375 2491:0.021409 2573:0.302172 2578:0.030492 2590:0.020072 2685:0.031947 2760:0.017305 2788:0.062266 2796:0.017660 2857:0.019789 2960:0.214114 3043:0.019881 3048:0.025082 3062:0.018246 3065:0.017801 3134:0.026888 3136:0.024831 3253:0.018572 3259:0.025024 3265:0.027856 3297:0.017089 3298:0.023476 3318:0.017105 3321:0.044999 3327:0.856571
